base	raw_unique_file	raw_other_file	filtered_file	UU_raw	UM_raw	UU_filtered	UM_filtered	U_m_R	U_m_D
run_0090_Aligned.out_sorted__run_0080_Aligned.out_sorted	run_0090_Aligned.out_sorted__run_0080_Aligned.out_sorted_Unique_RNA.tab.rc	run_0090_Aligned.out_sorted__run_0080_Aligned.out_sorted_Other.tab.rc	run_0090_Aligned.out_sorted__run_0080_Aligned.out_sorted_Unique_RNAfiltered_run_0090_Aligned.out_sorted__run_0080_Aligned.out_sorted_Unique_RNA.tab.rc	221167	124879	214198	122611	381155	569131
run_0091_Aligned.out_sorted__run_0015_Aligned.out_sorted	run_0091_Aligned.out_sorted__run_0015_Aligned.out_sorted_Unique_RNA.tab.rc	run_0091_Aligned.out_sorted__run_0015_Aligned.out_sorted_Other.tab.rc	run_0091_Aligned.out_sorted__run_0015_Aligned.out_sorted_Unique_RNAfiltered_run_0091_Aligned.out_sorted__run_0015_Aligned.out_sorted_Unique_RNA.tab.rc	232456	131302	224900	128759	401694	568410
run_0092_Aligned.out_sorted__run_0048_Aligned.out_sorted	run_0092_Aligned.out_sorted__run_0048_Aligned.out_sorted_Unique_RNA.tab.rc	run_0092_Aligned.out_sorted__run_0048_Aligned.out_sorted_Other.tab.rc	run_0092_Aligned.out_sorted__run_0048_Aligned.out_sorted_Unique_RNAfiltered_run_0092_Aligned.out_sorted__run_0048_Aligned.out_sorted_Unique_RNA.tab.rc	249738	138991	238323	134476	426516	575324
run_0093_Aligned.out_sorted__run_0067_Aligned.out_sorted	run_0093_Aligned.out_sorted__run_0067_Aligned.out_sorted_Unique_RNA.tab.rc	run_0093_Aligned.out_sorted__run_0067_Aligned.out_sorted_Other.tab.rc	run_0093_Aligned.out_sorted__run_0067_Aligned.out_sorted_Unique_RNAfiltered_run_0093_Aligned.out_sorted__run_0067_Aligned.out_sorted_Unique_RNA.tab.rc	235664	133452	224578	128676	406336	569132
run_0094_Aligned.out_sorted__run_0065_Aligned.out_sorted	run_0094_Aligned.out_sorted__run_0065_Aligned.out_sorted_Unique_RNA.tab.rc	run_0094_Aligned.out_sorted__run_0065_Aligned.out_sorted_Other.tab.rc	run_0094_Aligned.out_sorted__run_0065_Aligned.out_sorted_Unique_RNAfiltered_run_0094_Aligned.out_sorted__run_0065_Aligned.out_sorted_Unique_RNA.tab.rc	245665	139842	234537	135002	424865	567706
run_0095_Aligned.out_sorted__run_0073_Aligned.out_sorted	run_0095_Aligned.out_sorted__run_0073_Aligned.out_sorted_Unique_RNA.tab.rc	run_0095_Aligned.out_sorted__run_0073_Aligned.out_sorted_Other.tab.rc	run_0095_Aligned.out_sorted__run_0073_Aligned.out_sorted_Unique_RNAfiltered_run_0095_Aligned.out_sorted__run_0073_Aligned.out_sorted_Unique_RNA.tab.rc	219671	133972	214452	131505	400080	538030
run_0096_Aligned.out_sorted__run_0069_Aligned.out_sorted	run_0096_Aligned.out_sorted__run_0069_Aligned.out_sorted_Unique_RNA.tab.rc	run_0096_Aligned.out_sorted__run_0069_Aligned.out_sorted_Other.tab.rc	run_0096_Aligned.out_sorted__run_0069_Aligned.out_sorted_Unique_RNAfiltered_run_0096_Aligned.out_sorted__run_0069_Aligned.out_sorted_Unique_RNA.tab.rc	229260	129753	222040	127409	395640	569090
run_0097_Aligned.out_sorted__run_0049_Aligned.out_sorted	run_0097_Aligned.out_sorted__run_0049_Aligned.out_sorted_Unique_RNA.tab.rc	run_0097_Aligned.out_sorted__run_0049_Aligned.out_sorted_Other.tab.rc	run_0097_Aligned.out_sorted__run_0049_Aligned.out_sorted_Unique_RNAfiltered_run_0097_Aligned.out_sorted__run_0049_Aligned.out_sorted_Unique_RNA.tab.rc	223264	136017	214516	131129	406354	538488
run_0098_Aligned.out_sorted__run_0004_Aligned.out_sorted	run_0098_Aligned.out_sorted__run_0004_Aligned.out_sorted_Unique_RNA.tab.rc	run_0098_Aligned.out_sorted__run_0004_Aligned.out_sorted_Other.tab.rc	run_0098_Aligned.out_sorted__run_0004_Aligned.out_sorted_Unique_RNAfiltered_run_0098_Aligned.out_sorted__run_0004_Aligned.out_sorted_Unique_RNA.tab.rc	233177	142797	224289	137817	425096	538030
run_0099_Aligned.out_sorted__run_0089_Aligned.out_sorted	run_0099_Aligned.out_sorted__run_0089_Aligned.out_sorted_Unique_RNA.tab.rc	run_0099_Aligned.out_sorted__run_0089_Aligned.out_sorted_Other.tab.rc	run_0099_Aligned.out_sorted__run_0089_Aligned.out_sorted_Unique_RNAfiltered_run_0099_Aligned.out_sorted__run_0089_Aligned.out_sorted_Unique_RNA.tab.rc	246249	139701	234931	134863	424865	569138
