base	raw_unique_file	raw_other_file	filtered_file	UU_raw	UM_raw	UU_filtered	UM_filtered	U_m_R	U_m_D
dna_output_223_rna_output_223	dna_output_223_rna_output_223_Unique_RNA.tab.rc	dna_output_223_rna_output_223_Other.tab.rc	dna_output_223_rna_output_223_Unique_RNAfiltered_dna_output_223_rna_output_223_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_224_rna_output_224	dna_output_224_rna_output_224_Unique_RNA.tab.rc	dna_output_224_rna_output_224_Other.tab.rc	dna_output_224_rna_output_224_Unique_RNAfiltered_dna_output_224_rna_output_224_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_225_rna_output_225	dna_output_225_rna_output_225_Unique_RNA.tab.rc	dna_output_225_rna_output_225_Other.tab.rc	dna_output_225_rna_output_225_Unique_RNAfiltered_dna_output_225_rna_output_225_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_226_rna_output_226	dna_output_226_rna_output_226_Unique_RNA.tab.rc	dna_output_226_rna_output_226_Other.tab.rc	dna_output_226_rna_output_226_Unique_RNAfiltered_dna_output_226_rna_output_226_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_227_rna_output_227	dna_output_227_rna_output_227_Unique_RNA.tab.rc	dna_output_227_rna_output_227_Other.tab.rc	dna_output_227_rna_output_227_Unique_RNAfiltered_dna_output_227_rna_output_227_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_228_rna_output_228	dna_output_228_rna_output_228_Unique_RNA.tab.rc	dna_output_228_rna_output_228_Other.tab.rc	dna_output_228_rna_output_228_Unique_RNAfiltered_dna_output_228_rna_output_228_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_229_rna_output_229	dna_output_229_rna_output_229_Unique_RNA.tab.rc	dna_output_229_rna_output_229_Other.tab.rc	dna_output_229_rna_output_229_Unique_RNAfiltered_dna_output_229_rna_output_229_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_22_rna_output_22	dna_output_22_rna_output_22_Unique_RNA.tab.rc	dna_output_22_rna_output_22_Other.tab.rc	dna_output_22_rna_output_22_Unique_RNAfiltered_dna_output_22_rna_output_22_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_230_rna_output_230	dna_output_230_rna_output_230_Unique_RNA.tab.rc	dna_output_230_rna_output_230_Other.tab.rc	dna_output_230_rna_output_230_Unique_RNAfiltered_dna_output_230_rna_output_230_Unique_RNA.tab.rc	116594	33501	116560	33493	178159	646343
dna_output_231_rna_output_231	dna_output_231_rna_output_231_Unique_RNA.tab.rc	dna_output_231_rna_output_231_Other.tab.rc	dna_output_231_rna_output_231_Unique_RNAfiltered_dna_output_231_rna_output_231_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_232_rna_output_232	dna_output_232_rna_output_232_Unique_RNA.tab.rc	dna_output_232_rna_output_232_Other.tab.rc	dna_output_232_rna_output_232_Unique_RNAfiltered_dna_output_232_rna_output_232_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_23_rna_output_23	dna_output_23_rna_output_23_Unique_RNA.tab.rc	dna_output_23_rna_output_23_Other.tab.rc	dna_output_23_rna_output_23_Unique_RNAfiltered_dna_output_23_rna_output_23_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_24_rna_output_24	dna_output_24_rna_output_24_Unique_RNA.tab.rc	dna_output_24_rna_output_24_Other.tab.rc	dna_output_24_rna_output_24_Unique_RNAfiltered_dna_output_24_rna_output_24_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_25_rna_output_25	dna_output_25_rna_output_25_Unique_RNA.tab.rc	dna_output_25_rna_output_25_Other.tab.rc	dna_output_25_rna_output_25_Unique_RNAfiltered_dna_output_25_rna_output_25_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_26_rna_output_26	dna_output_26_rna_output_26_Unique_RNA.tab.rc	dna_output_26_rna_output_26_Other.tab.rc	dna_output_26_rna_output_26_Unique_RNAfiltered_dna_output_26_rna_output_26_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_27_rna_output_27	dna_output_27_rna_output_27_Unique_RNA.tab.rc	dna_output_27_rna_output_27_Other.tab.rc	dna_output_27_rna_output_27_Unique_RNAfiltered_dna_output_27_rna_output_27_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_28_rna_output_28	dna_output_28_rna_output_28_Unique_RNA.tab.rc	dna_output_28_rna_output_28_Other.tab.rc	dna_output_28_rna_output_28_Unique_RNAfiltered_dna_output_28_rna_output_28_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_29_rna_output_29	dna_output_29_rna_output_29_Unique_RNA.tab.rc	dna_output_29_rna_output_29_Other.tab.rc	dna_output_29_rna_output_29_Unique_RNAfiltered_dna_output_29_rna_output_29_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_2_rna_output_2	dna_output_2_rna_output_2_Unique_RNA.tab.rc	dna_output_2_rna_output_2_Other.tab.rc	dna_output_2_rna_output_2_Unique_RNAfiltered_dna_output_2_rna_output_2_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_30_rna_output_30	dna_output_30_rna_output_30_Unique_RNA.tab.rc	dna_output_30_rna_output_30_Other.tab.rc	dna_output_30_rna_output_30_Unique_RNAfiltered_dna_output_30_rna_output_30_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_31_rna_output_31	dna_output_31_rna_output_31_Unique_RNA.tab.rc	dna_output_31_rna_output_31_Other.tab.rc	dna_output_31_rna_output_31_Unique_RNAfiltered_dna_output_31_rna_output_31_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_32_rna_output_32	dna_output_32_rna_output_32_Unique_RNA.tab.rc	dna_output_32_rna_output_32_Other.tab.rc	dna_output_32_rna_output_32_Unique_RNAfiltered_dna_output_32_rna_output_32_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_33_rna_output_33	dna_output_33_rna_output_33_Unique_RNA.tab.rc	dna_output_33_rna_output_33_Other.tab.rc	dna_output_33_rna_output_33_Unique_RNAfiltered_dna_output_33_rna_output_33_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646374
dna_output_34_rna_output_34	dna_output_34_rna_output_34_Unique_RNA.tab.rc	dna_output_34_rna_output_34_Other.tab.rc	dna_output_34_rna_output_34_Unique_RNAfiltered_dna_output_34_rna_output_34_Unique_RNA.tab.rc	116747	33552	116608	33512	178416	646325
dna_output_35_rna_output_35	dna_output_35_rna_output_35_Unique_RNA.tab.rc	dna_output_35_rna_output_35_Other.tab.rc	dna_output_35_rna_output_35_Unique_RNAfiltered_dna_output_35_rna_output_35_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_36_rna_output_36	dna_output_36_rna_output_36_Unique_RNA.tab.rc	dna_output_36_rna_output_36_Other.tab.rc	dna_output_36_rna_output_36_Unique_RNAfiltered_dna_output_36_rna_output_36_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_37_rna_output_37	dna_output_37_rna_output_37_Unique_RNA.tab.rc	dna_output_37_rna_output_37_Other.tab.rc	dna_output_37_rna_output_37_Unique_RNAfiltered_dna_output_37_rna_output_37_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_38_rna_output_38	dna_output_38_rna_output_38_Unique_RNA.tab.rc	dna_output_38_rna_output_38_Other.tab.rc	dna_output_38_rna_output_38_Unique_RNAfiltered_dna_output_38_rna_output_38_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_39_rna_output_39	dna_output_39_rna_output_39_Unique_RNA.tab.rc	dna_output_39_rna_output_39_Other.tab.rc	dna_output_39_rna_output_39_Unique_RNAfiltered_dna_output_39_rna_output_39_Unique_RNA.tab.rc	116594	33501	116560	33493	178159	646343
dna_output_3_rna_output_3	dna_output_3_rna_output_3_Unique_RNA.tab.rc	dna_output_3_rna_output_3_Other.tab.rc	dna_output_3_rna_output_3_Unique_RNAfiltered_dna_output_3_rna_output_3_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646383
dna_output_40_rna_output_40	dna_output_40_rna_output_40_Unique_RNA.tab.rc	dna_output_40_rna_output_40_Other.tab.rc	dna_output_40_rna_output_40_Unique_RNAfiltered_dna_output_40_rna_output_40_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_41_rna_output_41	dna_output_41_rna_output_41_Unique_RNA.tab.rc	dna_output_41_rna_output_41_Other.tab.rc	dna_output_41_rna_output_41_Unique_RNAfiltered_dna_output_41_rna_output_41_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_42_rna_output_42	dna_output_42_rna_output_42_Unique_RNA.tab.rc	dna_output_42_rna_output_42_Other.tab.rc	dna_output_42_rna_output_42_Unique_RNAfiltered_dna_output_42_rna_output_42_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_43_rna_output_43	dna_output_43_rna_output_43_Unique_RNA.tab.rc	dna_output_43_rna_output_43_Other.tab.rc	dna_output_43_rna_output_43_Unique_RNAfiltered_dna_output_43_rna_output_43_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_44_rna_output_44	dna_output_44_rna_output_44_Unique_RNA.tab.rc	dna_output_44_rna_output_44_Other.tab.rc	dna_output_44_rna_output_44_Unique_RNAfiltered_dna_output_44_rna_output_44_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_45_rna_output_45	dna_output_45_rna_output_45_Unique_RNA.tab.rc	dna_output_45_rna_output_45_Other.tab.rc	dna_output_45_rna_output_45_Unique_RNAfiltered_dna_output_45_rna_output_45_Unique_RNA.tab.rc	116747	33552	116608	33512	178416	646325
dna_output_46_rna_output_46	dna_output_46_rna_output_46_Unique_RNA.tab.rc	dna_output_46_rna_output_46_Other.tab.rc	dna_output_46_rna_output_46_Unique_RNAfiltered_dna_output_46_rna_output_46_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_47_rna_output_47	dna_output_47_rna_output_47_Unique_RNA.tab.rc	dna_output_47_rna_output_47_Other.tab.rc	dna_output_47_rna_output_47_Unique_RNAfiltered_dna_output_47_rna_output_47_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_48_rna_output_48	dna_output_48_rna_output_48_Unique_RNA.tab.rc	dna_output_48_rna_output_48_Other.tab.rc	dna_output_48_rna_output_48_Unique_RNAfiltered_dna_output_48_rna_output_48_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_49_rna_output_49	dna_output_49_rna_output_49_Unique_RNA.tab.rc	dna_output_49_rna_output_49_Other.tab.rc	dna_output_49_rna_output_49_Unique_RNAfiltered_dna_output_49_rna_output_49_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_4_rna_output_4	dna_output_4_rna_output_4_Unique_RNA.tab.rc	dna_output_4_rna_output_4_Other.tab.rc	dna_output_4_rna_output_4_Unique_RNAfiltered_dna_output_4_rna_output_4_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_50_rna_output_50	dna_output_50_rna_output_50_Unique_RNA.tab.rc	dna_output_50_rna_output_50_Other.tab.rc	dna_output_50_rna_output_50_Unique_RNAfiltered_dna_output_50_rna_output_50_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646374
dna_output_51_rna_output_51	dna_output_51_rna_output_51_Unique_RNA.tab.rc	dna_output_51_rna_output_51_Other.tab.rc	dna_output_51_rna_output_51_Unique_RNAfiltered_dna_output_51_rna_output_51_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_52_rna_output_52	dna_output_52_rna_output_52_Unique_RNA.tab.rc	dna_output_52_rna_output_52_Other.tab.rc	dna_output_52_rna_output_52_Unique_RNAfiltered_dna_output_52_rna_output_52_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_53_rna_output_53	dna_output_53_rna_output_53_Unique_RNA.tab.rc	dna_output_53_rna_output_53_Other.tab.rc	dna_output_53_rna_output_53_Unique_RNAfiltered_dna_output_53_rna_output_53_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_54_rna_output_54	dna_output_54_rna_output_54_Unique_RNA.tab.rc	dna_output_54_rna_output_54_Other.tab.rc	dna_output_54_rna_output_54_Unique_RNAfiltered_dna_output_54_rna_output_54_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_55_rna_output_55	dna_output_55_rna_output_55_Unique_RNA.tab.rc	dna_output_55_rna_output_55_Other.tab.rc	dna_output_55_rna_output_55_Unique_RNAfiltered_dna_output_55_rna_output_55_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_56_rna_output_56	dna_output_56_rna_output_56_Unique_RNA.tab.rc	dna_output_56_rna_output_56_Other.tab.rc	dna_output_56_rna_output_56_Unique_RNAfiltered_dna_output_56_rna_output_56_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646383
dna_output_57_rna_output_57	dna_output_57_rna_output_57_Unique_RNA.tab.rc	dna_output_57_rna_output_57_Other.tab.rc	dna_output_57_rna_output_57_Unique_RNAfiltered_dna_output_57_rna_output_57_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_58_rna_output_58	dna_output_58_rna_output_58_Unique_RNA.tab.rc	dna_output_58_rna_output_58_Other.tab.rc	dna_output_58_rna_output_58_Unique_RNAfiltered_dna_output_58_rna_output_58_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_59_rna_output_59	dna_output_59_rna_output_59_Unique_RNA.tab.rc	dna_output_59_rna_output_59_Other.tab.rc	dna_output_59_rna_output_59_Unique_RNAfiltered_dna_output_59_rna_output_59_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_5_rna_output_5	dna_output_5_rna_output_5_Unique_RNA.tab.rc	dna_output_5_rna_output_5_Other.tab.rc	dna_output_5_rna_output_5_Unique_RNAfiltered_dna_output_5_rna_output_5_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_60_rna_output_60	dna_output_60_rna_output_60_Unique_RNA.tab.rc	dna_output_60_rna_output_60_Other.tab.rc	dna_output_60_rna_output_60_Unique_RNAfiltered_dna_output_60_rna_output_60_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_61_rna_output_61	dna_output_61_rna_output_61_Unique_RNA.tab.rc	dna_output_61_rna_output_61_Other.tab.rc	dna_output_61_rna_output_61_Unique_RNAfiltered_dna_output_61_rna_output_61_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_62_rna_output_62	dna_output_62_rna_output_62_Unique_RNA.tab.rc	dna_output_62_rna_output_62_Other.tab.rc	dna_output_62_rna_output_62_Unique_RNAfiltered_dna_output_62_rna_output_62_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_63_rna_output_63	dna_output_63_rna_output_63_Unique_RNA.tab.rc	dna_output_63_rna_output_63_Other.tab.rc	dna_output_63_rna_output_63_Unique_RNAfiltered_dna_output_63_rna_output_63_Unique_RNA.tab.rc	116594	33501	116560	33493	178159	646343
dna_output_64_rna_output_64	dna_output_64_rna_output_64_Unique_RNA.tab.rc	dna_output_64_rna_output_64_Other.tab.rc	dna_output_64_rna_output_64_Unique_RNAfiltered_dna_output_64_rna_output_64_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_65_rna_output_65	dna_output_65_rna_output_65_Unique_RNA.tab.rc	dna_output_65_rna_output_65_Other.tab.rc	dna_output_65_rna_output_65_Unique_RNAfiltered_dna_output_65_rna_output_65_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646374
dna_output_66_rna_output_66	dna_output_66_rna_output_66_Unique_RNA.tab.rc	dna_output_66_rna_output_66_Other.tab.rc	dna_output_66_rna_output_66_Unique_RNAfiltered_dna_output_66_rna_output_66_Unique_RNA.tab.rc	116593	33502	116559	33494	178159	646325
dna_output_67_rna_output_67	dna_output_67_rna_output_67_Unique_RNA.tab.rc	dna_output_67_rna_output_67_Other.tab.rc	dna_output_67_rna_output_67_Unique_RNAfiltered_dna_output_67_rna_output_67_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_68_rna_output_68	dna_output_68_rna_output_68_Unique_RNA.tab.rc	dna_output_68_rna_output_68_Other.tab.rc	dna_output_68_rna_output_68_Unique_RNAfiltered_dna_output_68_rna_output_68_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_69_rna_output_69	dna_output_69_rna_output_69_Unique_RNA.tab.rc	dna_output_69_rna_output_69_Other.tab.rc	dna_output_69_rna_output_69_Unique_RNAfiltered_dna_output_69_rna_output_69_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_6_rna_output_6	dna_output_6_rna_output_6_Unique_RNA.tab.rc	dna_output_6_rna_output_6_Other.tab.rc	dna_output_6_rna_output_6_Unique_RNAfiltered_dna_output_6_rna_output_6_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_70_rna_output_70	dna_output_70_rna_output_70_Unique_RNA.tab.rc	dna_output_70_rna_output_70_Other.tab.rc	dna_output_70_rna_output_70_Unique_RNAfiltered_dna_output_70_rna_output_70_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_71_rna_output_71	dna_output_71_rna_output_71_Unique_RNA.tab.rc	dna_output_71_rna_output_71_Other.tab.rc	dna_output_71_rna_output_71_Unique_RNAfiltered_dna_output_71_rna_output_71_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_72_rna_output_72	dna_output_72_rna_output_72_Unique_RNA.tab.rc	dna_output_72_rna_output_72_Other.tab.rc	dna_output_72_rna_output_72_Unique_RNAfiltered_dna_output_72_rna_output_72_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_73_rna_output_73	dna_output_73_rna_output_73_Unique_RNA.tab.rc	dna_output_73_rna_output_73_Other.tab.rc	dna_output_73_rna_output_73_Unique_RNAfiltered_dna_output_73_rna_output_73_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_74_rna_output_74	dna_output_74_rna_output_74_Unique_RNA.tab.rc	dna_output_74_rna_output_74_Other.tab.rc	dna_output_74_rna_output_74_Unique_RNAfiltered_dna_output_74_rna_output_74_Unique_RNA.tab.rc	116773	33560	116659	33531	178457	646343
dna_output_75_rna_output_75	dna_output_75_rna_output_75_Unique_RNA.tab.rc	dna_output_75_rna_output_75_Other.tab.rc	dna_output_75_rna_output_75_Unique_RNAfiltered_dna_output_75_rna_output_75_Unique_RNA.tab.rc	116748	33551	116609	33511	178416	646343
dna_output_76_rna_output_76	dna_output_76_rna_output_76_Unique_RNA.tab.rc	dna_output_76_rna_output_76_Other.tab.rc	dna_output_76_rna_output_76_Unique_RNAfiltered_dna_output_76_rna_output_76_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_77_rna_output_77	dna_output_77_rna_output_77_Unique_RNA.tab.rc	dna_output_77_rna_output_77_Other.tab.rc	dna_output_77_rna_output_77_Unique_RNAfiltered_dna_output_77_rna_output_77_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646374
dna_output_78_rna_output_78	dna_output_78_rna_output_78_Unique_RNA.tab.rc	dna_output_78_rna_output_78_Other.tab.rc	dna_output_78_rna_output_78_Unique_RNAfiltered_dna_output_78_rna_output_78_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_79_rna_output_79	dna_output_79_rna_output_79_Unique_RNA.tab.rc	dna_output_79_rna_output_79_Other.tab.rc	dna_output_79_rna_output_79_Unique_RNAfiltered_dna_output_79_rna_output_79_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_7_rna_output_7	dna_output_7_rna_output_7_Unique_RNA.tab.rc	dna_output_7_rna_output_7_Other.tab.rc	dna_output_7_rna_output_7_Unique_RNAfiltered_dna_output_7_rna_output_7_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_80_rna_output_80	dna_output_80_rna_output_80_Unique_RNA.tab.rc	dna_output_80_rna_output_80_Other.tab.rc	dna_output_80_rna_output_80_Unique_RNAfiltered_dna_output_80_rna_output_80_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_81_rna_output_81	dna_output_81_rna_output_81_Unique_RNA.tab.rc	dna_output_81_rna_output_81_Other.tab.rc	dna_output_81_rna_output_81_Unique_RNAfiltered_dna_output_81_rna_output_81_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_82_rna_output_82	dna_output_82_rna_output_82_Unique_RNA.tab.rc	dna_output_82_rna_output_82_Other.tab.rc	dna_output_82_rna_output_82_Unique_RNAfiltered_dna_output_82_rna_output_82_Unique_RNA.tab.rc	116747	33552	116608	33512	178416	646325
dna_output_83_rna_output_83	dna_output_83_rna_output_83_Unique_RNA.tab.rc	dna_output_83_rna_output_83_Other.tab.rc	dna_output_83_rna_output_83_Unique_RNAfiltered_dna_output_83_rna_output_83_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_84_rna_output_84	dna_output_84_rna_output_84_Unique_RNA.tab.rc	dna_output_84_rna_output_84_Other.tab.rc	dna_output_84_rna_output_84_Unique_RNAfiltered_dna_output_84_rna_output_84_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_85_rna_output_85	dna_output_85_rna_output_85_Unique_RNA.tab.rc	dna_output_85_rna_output_85_Other.tab.rc	dna_output_85_rna_output_85_Unique_RNAfiltered_dna_output_85_rna_output_85_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_86_rna_output_86	dna_output_86_rna_output_86_Unique_RNA.tab.rc	dna_output_86_rna_output_86_Other.tab.rc	dna_output_86_rna_output_86_Unique_RNAfiltered_dna_output_86_rna_output_86_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_87_rna_output_87	dna_output_87_rna_output_87_Unique_RNA.tab.rc	dna_output_87_rna_output_87_Other.tab.rc	dna_output_87_rna_output_87_Unique_RNAfiltered_dna_output_87_rna_output_87_Unique_RNA.tab.rc	116618	33508	116585	33500	178193	646343
dna_output_88_rna_output_88	dna_output_88_rna_output_88_Unique_RNA.tab.rc	dna_output_88_rna_output_88_Other.tab.rc	dna_output_88_rna_output_88_Unique_RNAfiltered_dna_output_88_rna_output_88_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_89_rna_output_89	dna_output_89_rna_output_89_Unique_RNA.tab.rc	dna_output_89_rna_output_89_Other.tab.rc	dna_output_89_rna_output_89_Unique_RNAfiltered_dna_output_89_rna_output_89_Unique_RNA.tab.rc	116594	33501	116560	33493	178159	646343
dna_output_8_rna_output_8	dna_output_8_rna_output_8_Unique_RNA.tab.rc	dna_output_8_rna_output_8_Other.tab.rc	dna_output_8_rna_output_8_Unique_RNAfiltered_dna_output_8_rna_output_8_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646374
dna_output_90_rna_output_90	dna_output_90_rna_output_90_Unique_RNA.tab.rc	dna_output_90_rna_output_90_Other.tab.rc	dna_output_90_rna_output_90_Unique_RNAfiltered_dna_output_90_rna_output_90_Unique_RNA.tab.rc	116747	33552	116608	33512	178416	646325
dna_output_91_rna_output_91	dna_output_91_rna_output_91_Unique_RNA.tab.rc	dna_output_91_rna_output_91_Other.tab.rc	dna_output_91_rna_output_91_Unique_RNAfiltered_dna_output_91_rna_output_91_Unique_RNA.tab.rc	116617	33509	116584	33501	178193	646325
dna_output_92_rna_output_92	dna_output_92_rna_output_92_Unique_RNA.tab.rc	dna_output_92_rna_output_92_Other.tab.rc	dna_output_92_rna_output_92_Unique_RNAfiltered_dna_output_92_rna_output_92_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_93_rna_output_93	dna_output_93_rna_output_93_Unique_RNA.tab.rc	dna_output_93_rna_output_93_Other.tab.rc	dna_output_93_rna_output_93_Unique_RNAfiltered_dna_output_93_rna_output_93_Unique_RNA.tab.rc	116772	33561	116658	33532	178457	646325
dna_output_94_rna_output_94	dna_output_94_rna_output_94_Unique_RNA.tab.rc	dna_output_94_rna_output_94_Other.tab.rc	dna_output_94_rna_output_94_Unique_RNAfiltered_dna_output_94_rna_output_94_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_95_rna_output_95	dna_output_95_rna_output_95_Unique_RNA.tab.rc	dna_output_95_rna_output_95_Other.tab.rc	dna_output_95_rna_output_95_Unique_RNAfiltered_dna_output_95_rna_output_95_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
dna_output_96_rna_output_96	dna_output_96_rna_output_96_Unique_RNA.tab.rc	dna_output_96_rna_output_96_Other.tab.rc	dna_output_96_rna_output_96_Unique_RNAfiltered_dna_output_96_rna_output_96_Unique_RNA.tab.rc	116599	33504	116564	33496	178159	646383
dna_output_97_rna_output_97	dna_output_97_rna_output_97_Unique_RNA.tab.rc	dna_output_97_rna_output_97_Other.tab.rc	dna_output_97_rna_output_97_Unique_RNAfiltered_dna_output_97_rna_output_97_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646383
dna_output_98_rna_output_98	dna_output_98_rna_output_98_Unique_RNA.tab.rc	dna_output_98_rna_output_98_Other.tab.rc	dna_output_98_rna_output_98_Unique_RNAfiltered_dna_output_98_rna_output_98_Unique_RNA.tab.rc	116753	33554	116613	33514	178416	646374
dna_output_99_rna_output_99	dna_output_99_rna_output_99_Unique_RNA.tab.rc	dna_output_99_rna_output_99_Other.tab.rc	dna_output_99_rna_output_99_Unique_RNAfiltered_dna_output_99_rna_output_99_Unique_RNA.tab.rc	116623	33511	116589	33503	178193	646374
dna_output_9_rna_output_9	dna_output_9_rna_output_9_Unique_RNA.tab.rc	dna_output_9_rna_output_9_Other.tab.rc	dna_output_9_rna_output_9_Unique_RNAfiltered_dna_output_9_rna_output_9_Unique_RNA.tab.rc	116778	33563	116663	33534	178457	646383
